step,sps,policy_loss,value_loss,mi_loss,div_loss,kl_loss,score,mean_return,ego_enc_delta,partner_enc_delta,road_enc_delta,role_std,role_norm,compliance_error
85721088,51654.7,-0.004477,9.895966,0.000483,-1.1875,0.0,0.1083,-11.6909,0.006142,0.004644,0.006234,0.998917,0.803309,0.0
86507520,51821.9,-0.001651,8.749249,0.000474,-1.226562,0.0,0.1105,-11.6023,0.011324,0.009427,0.009624,0.988625,0.805986,0.0
87293952,51504.7,0.001857,9.247696,0.000483,-1.234375,0.0,0.1123,-11.5062,0.010891,0.012708,0.009712,1.037913,0.807397,0.0
88080384,51670.2,-0.005726,8.063119,0.000464,-1.210938,0.0,0.1137,-11.4094,0.012648,0.008777,0.00685,1.088288,0.836767,0.0
88866816,51831.9,0.00133,7.871742,0.000456,-1.265625,0.0,0.1144,-11.3384,0.008497,0.007328,0.008006,0.968437,0.779083,0.0
89653248,51596.4,0.001215,9.623328,0.000463,-1.257812,0.0,0.1158,-11.2306,0.008919,0.006167,0.007795,1.003634,0.794064,0.0
90439680,51764.4,-0.00662,7.065628,0.000424,-1.234375,0.0,0.1144,-11.1989,0.010315,0.006317,0.008368,0.995435,0.788315,0.0
91226112,51935.2,-0.002942,7.230572,0.000412,-1.242188,0.0,0.1129,-11.1786,0.01382,0.006723,0.009012,1.020343,0.816276,0.0
92012544,52085.0,-0.004117,6.891724,0.00042,-1.226562,0.0,0.1113,-11.1514,0.011921,0.007859,0.010695,1.132286,0.917477,0.0
92798976,51739.4,0.007055,8.089553,0.000419,-1.226562,0.0,0.1115,-11.1111,0.012631,0.009281,0.009087,1.10738,0.885066,0.0
93585408,51901.5,0.004423,7.141032,0.000404,-1.234375,0.0,0.1132,-11.0284,0.022778,0.010719,0.011781,1.048966,0.839687,0.0
94371840,52062.4,0.008632,7.544583,0.000412,-1.234375,0.0,0.1149,-10.9371,0.010252,0.004995,0.006183,1.026139,0.822397,0.0
95158272,51796.2,-0.001743,7.680804,0.000409,-1.234375,0.0,0.1169,-10.8393,0.009907,0.005874,0.007423,1.028031,0.821587,0.0
95944704,51957.2,-0.006877,6.612625,0.000412,-1.242188,0.0,0.1175,-10.748,0.029201,0.01053,0.014498,1.090521,0.872376,0.0
96731136,52110.1,0.00296,6.869767,0.000418,-1.242188,0.0,0.1185,-10.6593,0.033392,0.008899,0.014456,1.212316,0.993623,0.0
97517568,52254.2,-0.003136,6.791122,0.000415,-1.234375,0.0,0.1191,-10.598,0.01823,0.004236,0.008423,1.019688,0.835431,0.0
98304000,51970.3,0.002515,7.891636,0.000437,-1.234375,0.0,0.1201,-10.5138,0.01715,0.006119,0.008041,0.961457,0.771833,0.0
99090432,52118.7,-0.008149,6.339737,0.000424,-1.257812,0.0,0.121,-10.4284,0.023677,0.011041,0.016477,0.979469,0.789673,0.0
99876864,52270.6,0.00081,6.337708,0.000418,-1.25,0.0,0.1224,-10.3557,0.033599,0.008368,0.010869,0.962051,0.774654,0.0
100663296,52008.1,-0.007906,6.77306,0.000392,-1.242188,0.0,0.1237,-10.2819,0.01397,0.005583,0.007791,1.139037,0.930833,0.0
101449728,52154.9,0.004637,6.267809,0.0004,-1.234375,0.0,0.1246,-10.228,0.016681,0.009463,0.010809,1.116248,0.915633,0.0
102236160,52295.8,0.003882,6.327543,0.000402,-1.226562,0.0,0.126,-10.1488,0.016516,0.00943,0.010772,1.060027,0.861727,0.0
103022592,52438.8,-0.003744,6.065427,0.000408,-1.226562,0.0,0.1272,-10.0817,0.004945,0.004528,0.004853,1.072551,0.869218,0.0
103809024,52147.3,-0.000393,6.82731,0.000418,-1.234375,0.0,0.1276,-10.0143,0.007203,0.007839,0.007027,1.073227,0.865129,0.0
104595456,52293.9,0.003029,5.779198,0.000389,-1.242188,0.0,0.1266,-9.9684,0.018742,0.009967,0.010822,1.20194,0.959857,0.0
105381888,52437.9,-0.003729,5.735646,0.000384,-1.25,0.0,0.1255,-9.9295,0.009293,0.006656,0.006553,1.215324,0.993431,0.0
106168320,52583.8,0.009793,6.294848,0.000432,-1.273438,0.0,0.1246,-9.9093,0.011667,0.010229,0.010628,1.08705,0.877804,0.0
106954752,52047.4,-0.003247,6.901546,0.000428,-1.25,0.0,0.1245,-9.8646,0.013605,0.01561,0.014802,1.085892,0.893124,0.0
107741184,52188.1,-0.006898,5.367391,0.000389,-1.234375,0.0,0.1247,-9.7862,0.011329,0.008428,0.01003,1.023216,0.826395,0.0
108527616,52327.3,0.00877,5.917151,0.000393,-1.226562,0.0,0.125,-9.716,0.016354,0.007337,0.008637,1.046311,0.848806,0.0
109314048,52010.2,-0.00639,6.243607,0.000375,-1.210938,0.0,0.1249,-9.6435,0.012816,0.009416,0.010652,1.078778,0.878992,0.0
110100480,52146.5,0.002957,5.380844,0.000369,-1.234375,0.0,0.1243,-9.6141,0.012575,0.006906,0.008554,1.087433,0.903378,0.0
110886912,52286.9,-0.008725,5.423037,0.00038,-1.21875,0.0,0.1237,-9.5592,0.007749,0.00519,0.004992,1.028071,0.834828,0.0
111673344,52421.4,0.003629,5.204763,0.000372,-1.210938,0.0,0.1231,-9.5097,0.006434,0.005322,0.004648,1.032161,0.843698,0.0
112459776,52100.9,-0.003311,5.806427,0.000361,-1.226562,0.0,0.1224,-9.4536,0.012984,0.009127,0.009498,1.152625,0.929543,0.0
113246208,52224.1,-0.002454,4.783722,0.000364,-1.226562,0.0,0.1218,-9.3973,0.01419,0.00958,0.011532,1.160947,0.950819,0.0
114032640,52349.9,-0.007684,4.876325,0.000347,-1.179688,0.0,0.1212,-9.3259,0.008156,0.006606,0.008481,1.036726,0.857302,0.0
114819072,52028.7,2.2e-05,6.116506,0.000366,-1.179688,0.0,0.1208,-9.2839,0.006449,0.005357,0.005015,1.162134,1.013293,0.0
115605504,52155.4,0.002531,5.180114,0.000376,-1.164062,0.0,0.1214,-9.2229,0.009192,0.008215,0.006545,1.220015,1.039755,0.0
116391936,52253.1,-0.000341,4.939315,0.000368,-1.148438,0.0,0.1222,-9.1668,0.007389,0.005629,0.00571,1.221978,1.034234,0.0
117178368,52369.8,0.005727,4.759402,0.00036,-1.148438,0.0,0.1228,-9.1227,0.008005,0.006251,0.005993,1.224748,1.038125,0.0
117964800,52118.3,0.002159,5.421131,0.000363,-1.21875,0.0,0.1237,-9.0751,0.014594,0.010162,0.010673,1.138199,1.007555,0.0
118751232,52232.6,0.001235,4.509728,0.000353,-1.21875,0.0,0.1246,-9.0408,0.012262,0.010076,0.012277,1.06062,0.880131,0.0
119537664,52357.9,0.002395,4.838644,0.000372,-1.195312,0.0,0.1261,-8.9767,0.008608,0.009599,0.008156,1.060497,0.877314,0.0
120324096,52124.2,-0.002425,5.510499,0.000386,-1.210938,0.0,0.1275,-8.9149,0.01208,0.009289,0.007643,1.116859,0.959786,0.0
121110528,52240.1,-0.006792,4.060367,0.000337,-1.195312,0.0,0.1298,-8.8688,0.01269,0.010379,0.010059,1.053723,0.872316,0.0
121896960,52356.2,0.003843,4.430032,0.000345,-1.195312,0.0,0.1325,-8.8194,0.012306,0.009817,0.010685,1.07801,0.892339,0.0
122683392,52467.7,-0.000885,4.390149,0.000341,-1.179688,0.0,0.1341,-8.7863,0.011631,0.009083,0.008569,0.970261,0.836547,0.0
123469824,52190.8,-0.006648,4.829159,0.000336,-1.226562,0.0,0.1354,-8.735,0.006748,0.006629,0.005587,1.039898,0.862124,0.0
124256256,52304.5,-0.000262,3.896073,0.000328,-1.21875,0.0,0.1351,-8.6748,0.010554,0.010075,0.010404,1.070829,0.879163,0.0
125042688,52418.7,-0.001331,3.894909,0.000326,-1.195312,0.0,0.1346,-8.6301,0.008575,0.009993,0.009189,1.0844,0.874754,0.0
125829120,52116.1,0.00693,4.781791,0.000311,-1.234375,0.0,0.134,-8.5913,0.011398,0.011552,0.009427,1.141755,0.978299,0.0
126615552,52231.9,0.00617,4.499092,0.000337,-1.234375,0.0,0.1338,-8.59,0.012643,0.009224,0.011693,1.096319,0.91262,0.0
127401984,52341.9,-0.000411,5.03562,0.000336,-1.234375,0.0,0.1334,-8.5845,0.007522,0.007023,0.007596,1.063662,0.846594,0.0
128188416,52453.9,0.002789,4.85579,0.000339,-1.25,0.0,0.1326,-8.5673,0.009392,0.00702,0.007048,1.062788,0.859257,0.0
128974848,52168.0,0.000256,4.903282,0.000344,-1.25,0.0,0.1324,-8.5477,0.008424,0.009042,0.006712,1.167541,0.937259,0.0
129761280,52287.3,-0.005788,3.956136,0.000333,-1.257812,0.0,0.1326,-8.508,0.012494,0.009096,0.007703,1.133504,0.904487,0.0
130547712,52407.6,0.000919,4.194941,0.000324,-1.21875,0.0,0.1332,-8.4645,0.013747,0.014802,0.011524,1.144858,0.921639,0.0
131334144,52516.6,0.001963,4.322682,0.00033,-1.226562,0.0,0.1334,-8.4332,0.011916,0.01045,0.007988,1.019466,0.830522,0.0
132120576,52242.9,-0.000455,4.416028,0.000309,-1.234375,0.0,0.1341,-8.369,0.008213,0.008346,0.007465,1.015473,0.822714,0.0
132907008,52359.7,-0.001887,3.519404,0.000319,-1.226562,0.0,0.1351,-8.2893,0.01325,0.00967,0.009104,1.079546,0.859187,0.0
133693440,52462.8,0.007769,4.066215,0.000316,-1.234375,0.0,0.1364,-8.2169,0.008905,0.007829,0.008798,1.148777,0.933646,0.0
134479872,52204.3,0.002745,4.175305,0.000309,-1.234375,0.0,0.1376,-8.1493,0.012505,0.011588,0.009726,1.136321,0.926227,0.0
135266304,52308.9,-0.003894,3.801493,0.000315,-1.210938,0.0,0.1385,-8.117,0.00697,0.006523,0.00676,0.956836,0.767263,0.0
136052736,52404.9,0.00686,4.496663,0.000331,-1.195312,0.0,0.1404,-8.0692,0.008953,0.009795,0.008419,1.003555,0.813187,0.0
136839168,52510.5,0.001451,4.416856,0.000324,-1.195312,0.0,0.142,-8.0255,0.012403,0.011501,0.009238,1.159543,0.963925,0.0
137625600,52262.7,-0.000851,4.944293,0.000337,-1.234375,0.0,0.1434,-7.9774,0.011426,0.007158,0.006773,1.197905,0.98431,0.0
138412032,52370.1,0.001612,3.976139,0.000328,-1.226562,0.0,0.1447,-7.9318,0.010348,0.006827,0.005552,1.079809,0.879084,0.0
139198464,52479.0,0.003123,4.447442,0.000328,-1.21875,0.0,0.1457,-7.8877,0.005314,0.005588,0.004334,1.144262,0.926014,0.0
139984896,52248.0,-0.001412,4.949422,0.000327,-1.210938,0.0,0.1468,-7.855,0.009544,0.007571,0.006514,1.078063,0.912211,0.0
140771328,52356.1,0.00671,4.257306,0.000313,-1.195312,0.0,0.1483,-7.7994,0.007958,0.006718,0.005276,1.074848,0.89304,0.0
141557760,52458.8,0.001638,4.113617,0.00033,-1.171875,0.0,0.1498,-7.7504,0.011674,0.012245,0.009958,1.132007,0.957365,0.0
142344192,52542.6,-0.00068,3.601931,0.0003,-1.195312,0.0,0.1518,-7.7044,0.008655,0.00729,0.006937,1.116579,0.957934,0.0
143130624,52168.2,-0.003207,4.136689,0.000308,-1.234375,0.0,0.1537,-7.6619,0.011124,0.010498,0.00888,1.133974,0.92483,0.0
143917056,52258.6,0.00454,3.990999,0.000341,-1.210938,0.0,0.1551,-7.6319,0.00799,0.007292,0.006758,0.973178,0.797134,0.0
144703488,52355.9,0.00277,4.2205,0.000338,-1.1875,0.0,0.1569,-7.5881,0.013298,0.00939,0.007389,1.015774,0.846322,0.0
