step,sps,policy_loss,value_loss,mi_loss,div_loss,kl_loss,score,mean_return,ego_enc_delta,partner_enc_delta,road_enc_delta,role_std,role_norm
58195968,52900.0,-0.002523,2.619503,0.001094,-0.466797,0.0,0.1012,-5.9205,0.013649,0.012973,0.00903,4.875718,14.235718
58982400,52280.2,0.001759,2.801969,0.000841,-0.486328,0.0,0.0993,-5.9072,0.01462,0.012766,0.010053,7.092147,11.227271
59768832,52494.1,-0.008139,2.695856,0.000627,-0.416016,0.0,0.0997,-5.8885,0.015417,0.013235,0.009629,6.586997,12.012564
60555264,52694.5,-0.006343,2.720284,0.00099,-0.412109,0.0,0.1003,-5.8511,0.009825,0.012218,0.009521,6.044302,13.211647
61341696,52889.6,-0.006729,2.33247,0.007845,-0.435547,0.0,0.101,-5.8193,0.00949,0.009211,0.006867,5.838504,13.670534
62128128,52381.1,0.004605,2.328213,0.002404,-0.488281,0.0,0.1006,-5.7791,0.014841,0.009071,0.007707,6.026519,13.763392
62914560,52571.5,0.007353,2.063608,0.00364,-0.484375,0.0,0.1,-5.734,0.013547,0.01265,0.010257,5.742849,14.79566
63700992,52776.1,-0.001039,1.931201,0.002366,-0.515625,0.0,0.0996,-5.6991,0.005591,0.006506,0.005974,7.182655,12.023344
64487424,52262.0,0.006501,2.243593,0.000398,-0.527344,0.0,0.099,-5.6419,0.009089,0.007836,0.006437,7.056288,12.432283
65273856,52451.1,0.004875,2.007781,0.000379,-0.539062,0.0,0.0989,-5.5932,0.008599,0.008247,0.007504,7.463555,12.557178
66060288,52641.0,-0.000594,1.942509,0.000637,-0.515625,0.0,0.0989,-5.5459,0.010432,0.010692,0.008732,6.793403,13.886335
66846720,52835.8,0.001278,1.885628,0.000855,-0.507812,0.0,0.0989,-5.496,0.013368,0.011512,0.008916,6.380549,14.880024
67633152,52386.7,-0.001425,2.108924,0.000403,-0.511719,0.0,0.0994,-5.4569,0.010361,0.008614,0.006632,7.807572,12.896278
68419584,52566.4,0.000789,1.967921,0.000359,-0.480469,0.0,0.101,-5.3938,0.007061,0.007285,0.006585,7.979894,12.655337
69206016,52737.5,5.4e-05,2.008113,0.000359,-0.439453,0.0,0.1025,-5.3342,0.005481,0.003981,0.003547,6.761589,14.405876
69992448,52451.7,0.001108,2.173776,0.010226,-0.480469,0.0,0.1043,-5.2696,0.014355,0.008274,0.007626,6.01946,14.909344
70778880,52644.6,0.001092,1.671832,0.00159,-0.511719,0.0,0.1044,-5.22,0.01509,0.008667,0.006952,6.388791,14.938991
71565312,52838.1,-0.003512,1.760357,0.000578,-0.476562,0.0,0.1045,-5.1691,0.006687,0.006325,0.00591,3.634703,17.126431
72351744,53024.7,0.001595,1.709314,0.000415,-0.511719,0.0,0.1046,-5.1324,0.006132,0.005973,0.005345,8.532464,13.23217
73138176,52663.3,-0.003491,1.865981,0.001699,-0.466797,0.0,0.1039,-5.09,0.013872,0.009931,0.007967,7.795194,13.738528
73924608,52839.0,-0.004946,1.769812,0.001536,-0.482422,0.0,0.1023,-5.0578,0.046377,0.011126,0.008524,6.936123,14.921179
74711040,53006.3,-0.005693,1.723077,0.000495,-0.511719,0.0,0.1005,-5.0249,0.029585,0.007639,0.006205,6.540385,15.976744
75497472,52663.6,0.00179,1.94813,0.000629,-0.539062,0.0,0.0987,-4.9968,0.019654,0.00672,0.005786,3.848977,17.7749
76283904,52816.5,-0.001339,1.716954,0.016617,-0.486328,0.0,0.0989,-4.9586,0.008835,0.008536,0.006906,8.715009,13.562025
77070336,52973.1,0.001753,1.67535,0.000556,-0.435547,0.0,0.0993,-4.8898,0.014268,0.008871,0.007528,7.806688,14.545774
77856768,53119.5,0.009144,1.60563,0.000815,-0.441406,0.0,0.0997,-4.8237,0.00532,0.004658,0.004897,7.267664,15.348155
78643200,52862.2,0.007487,1.757268,0.000681,-0.482422,0.0,0.1008,-4.7517,0.01031,0.007128,0.006603,6.501115,16.300428
79429632,53032.6,0.00753,1.526115,0.002179,-0.511719,0.0,0.1034,-4.6762,0.015435,0.013391,0.011532,6.627826,16.201775
80216064,53205.2,-0.002489,1.672568,0.000486,-0.457031,0.0,0.1055,-4.5996,0.015505,0.008476,0.007384,2.458377,18.638054
81002496,53383.2,0.001592,1.564211,0.000848,-0.439453,0.0,0.107,-4.5429,0.01959,0.008279,0.008528,8.474777,15.142367
81788928,53067.5,-0.003209,1.726534,0.000377,-0.416016,0.0,0.1096,-4.4772,0.005606,0.005804,0.00534,7.558194,15.701209
82575360,53221.8,-0.005382,1.589659,0.000365,-0.404297,0.0,0.1124,-4.4105,0.009367,0.005911,0.006142,6.673659,16.971859
83361792,53377.0,0.00055,1.619926,0.000588,-0.40625,0.0,0.1149,-4.3474,0.011796,0.008641,0.007664,5.993938,17.872433
84148224,53134.8,-0.004891,1.764352,0.000562,-0.394531,0.0,0.1178,-4.2847,0.01322,0.007512,0.00741,1.834226,19.862598
84934656,53274.0,0.002999,1.495627,0.000876,-0.404297,0.0,0.1201,-4.2346,0.019323,0.009515,0.008953,7.965312,16.015518
85721088,53408.6,-0.003206,1.473874,0.000888,-0.380859,0.0,0.1238,-4.1589,0.01043,0.007606,0.007013,7.57714,16.860445
86507520,53564.6,-0.006689,1.48623,0.00639,-0.382812,0.0,0.1273,-4.0798,0.008661,0.006384,0.006409,6.743339,17.777534
87293952,53260.1,0.000132,1.76941,0.0012,-0.375,0.0,0.1296,-4.0125,0.009247,0.010336,0.008235,5.72279,18.706991
88080384,53386.1,-0.000645,1.669023,0.000459,-0.367188,0.0,0.131,-3.9457,0.008644,0.007817,0.007161,4.876462,19.11776
88866816,53507.1,-0.004595,1.728296,0.000783,-0.339844,0.0,0.132,-3.9033,0.011527,0.005884,0.006067,8.096818,17.516933
89653248,53239.3,0.001862,1.874333,0.000751,-0.345703,0.0,0.1335,-3.8432,0.007917,0.006295,0.005874,7.370695,17.603176
90439680,53370.9,0.003534,1.49129,0.000398,-0.367188,0.0,0.1375,-3.7811,0.0074,0.008163,0.00914,7.199877,17.8207
91226112,53494.8,-0.004732,1.350602,0.000594,-0.353516,0.0,0.1412,-3.7214,0.007466,0.007266,0.007771,6.253335,18.884291
92012544,53631.2,-0.009095,1.319235,0.000964,-0.357422,0.0,0.145,-3.6619,0.006364,0.005513,0.0057,5.689371,19.612125
92798976,53259.3,-0.0012,1.616424,0.000476,-0.341797,0.0,0.1468,-3.6268,0.010159,0.008111,0.005868,8.15774,18.165222
93585408,53405.7,-0.00623,1.627826,0.001498,-0.304688,0.0,0.1481,-3.579,0.008658,0.007516,0.006692,7.318821,18.774597
94371840,53541.6,0.006181,1.809514,0.000838,-0.326172,0.0,0.1495,-3.532,0.009809,0.006725,0.006249,6.709921,19.195919
95158272,53281.1,-0.007353,1.432685,0.001024,-0.357422,0.0,0.1517,-3.4878,0.009393,0.008343,0.007522,6.277141,19.500051
95944704,53421.7,-0.000632,1.331821,0.000967,-0.316406,0.0,0.1533,-3.4424,0.008564,0.006985,0.00769,4.759244,20.75494
96731136,53534.5,-0.000677,1.290679,0.000619,-0.308594,0.0,0.1546,-3.3968,0.007686,0.005719,0.005882,3.307743,21.445181
97517568,53644.9,-0.006599,1.320884,0.000346,-0.302734,0.0,0.1551,-3.3685,0.007412,0.005614,0.004656,7.391641,19.253904
98304000,53198.2,0.003168,1.386149,0.001576,-0.273438,0.0,0.1563,-3.3255,0.011288,0.008892,0.007583,6.770951,19.890478
99090432,53317.3,0.000769,1.28597,0.000662,-0.308594,0.0,0.1581,-3.2837,0.007387,0.007029,0.006962,6.119299,20.441984
99876864,53431.3,-0.001604,1.181276,0.003602,-0.320312,0.0,0.16,-3.2424,0.011304,0.007151,0.007622,5.975629,20.627708
100663296,53057.8,0.001493,1.239187,0.001489,-0.310547,0.0,0.1622,-3.1977,0.023812,0.009168,0.008161,4.207337,21.52177
101449728,53167.4,-0.000192,1.232082,0.000621,-0.285156,0.0,0.1657,-3.1504,0.015589,0.005503,0.005934,7.13388,20.143417
102236160,53275.8,0.00312,1.257842,0.001279,-0.285156,0.0,0.1707,-3.0829,0.008013,0.005649,0.005297,6.787766,20.302542
103022592,53384.5,-0.000955,1.201183,0.002034,-0.294922,0.0,0.1764,-3.016,0.012866,0.007396,0.006581,6.572918,20.534664
103809024,52995.7,0.00115,1.219273,0.001543,-0.263672,0.0,0.1807,-2.9538,0.009588,0.005886,0.006095,5.094776,21.730865
104595456,53108.7,0.001103,1.312048,0.000453,-0.251953,0.0,0.1821,-2.9113,0.008806,0.007292,0.006402,3.69368,22.230949
105381888,53211.3,-0.002544,1.460328,0.001131,-0.277344,0.0,0.1834,-2.8737,0.00916,0.007692,0.006827,2.073951,22.669287
106168320,53317.4,-0.003594,1.230745,0.000703,-0.267578,0.0,0.1844,-2.8461,0.004977,0.005258,0.004618,7.009365,20.421513
106954752,53007.0,0.005107,1.339927,0.004434,-0.251953,0.0,0.186,-2.8114,0.011998,0.009922,0.009624,6.051786,21.312929
107741184,53109.9,-0.004286,1.385024,0.00181,-0.314453,0.0,0.1875,-2.78,0.014185,0.010482,0.01133,7.008654,20.814159
108527616,53212.9,-0.008515,1.244258,0.000474,-0.306641,0.0,0.1898,-2.7466,0.005236,0.003752,0.004041,5.514255,21.784447
109314048,52906.3,-0.001801,1.26706,0.001053,-0.283203,0.0,0.1913,-2.7092,0.009662,0.007835,0.007642,1.840419,23.249701
110100480,53013.4,-0.000223,1.187975,0.00055,-0.257812,0.0,0.1921,-2.6801,0.009473,0.009703,0.007859,7.23149,20.878912
110886912,53122.8,0.001871,1.120997,0.000433,-0.21582,0.0,0.193,-2.6344,0.007056,0.006587,0.00631,5.931901,21.917974
111673344,53221.3,-0.005162,1.058263,0.000429,-0.208984,0.0,0.1947,-2.5871,0.006056,0.0054,0.004498,5.099433,22.631107
112459776,52997.6,-0.00445,1.207251,0.000704,-0.229492,0.0,0.195,-2.5601,0.007343,0.00582,0.005243,4.511582,22.850143
113246208,53104.3,-0.001525,1.08856,0.000563,-0.261719,0.0,0.1947,-2.5395,0.013259,0.009795,0.007748,4.072464,23.224895
114032640,53219.0,-0.002888,1.169719,0.001824,-0.249023,0.0,0.1945,-2.5184,0.010787,0.007653,0.005578,7.176322,21.670258
114819072,52913.5,0.002916,1.195077,0.001053,-0.229492,0.0,0.1944,-2.5051,0.008959,0.007024,0.005395,6.69348,21.988827
115605504,53008.3,0.001567,0.968764,0.000664,-0.24707,0.0,0.1973,-2.456,0.013789,0.007461,0.00642,6.186665,22.195036
116391936,53100.4,-0.009203,0.973014,0.000574,-0.224609,0.0,0.2002,-2.4071,0.005914,0.006278,0.004558,4.614514,23.08873
117178368,53195.8,-0.004605,0.994057,0.001603,-0.224609,0.0,0.2031,-2.3605,0.006379,0.006224,0.005324,3.879456,23.650848
117964800,52923.8,-0.002865,1.052833,0.001459,-0.244141,0.0,0.2037,-2.3255,0.014272,0.011528,0.009525,7.389401,21.970234
118751232,53024.6,-0.011221,1.003365,0.000385,-0.229492,0.0,0.2034,-2.3075,0.006134,0.005193,0.003817,6.510313,22.515255
119537664,53120.2,0.008353,1.025321,0.000399,-0.235352,0.0,0.2028,-2.2811,0.005737,0.005229,0.003761,6.234619,22.618866
120324096,52914.4,0.000277,1.001539,0.000565,-0.227539,0.0,0.2021,-2.2545,0.007536,0.005831,0.005344,5.236186,23.244736
121110528,53010.4,0.002311,0.925504,0.00118,-0.227539,0.0,0.2047,-2.2133,0.010671,0.009167,0.008685,4.643332,23.58596
121896960,53107.5,-0.00306,0.964733,0.001292,-0.240234,0.0,0.2079,-2.1713,0.008648,0.011253,0.008004,3.62895,24.270081
122683392,53202.5,-0.000852,1.094375,0.000465,-0.245117,0.0,0.2097,-2.1435,0.003791,0.005489,0.003895,7.169229,22.647686
123469824,52941.3,-0.006784,1.260933,0.00049,-0.204102,0.0,0.2106,-2.1147,0.007753,0.007919,0.00535,5.497709,23.62608
124256256,53029.6,0.00056,1.064087,0.000784,-0.211914,0.0,0.2127,-2.0885,0.009012,0.005554,0.004735,5.167403,23.540176
125042688,53116.6,-0.003115,0.960065,0.000793,-0.230469,0.0,0.2159,-2.06,0.005347,0.005406,0.005231,4.678395,23.826056
125829120,52912.9,-0.009988,0.969197,0.002351,-0.227539,0.0,0.2195,-2.032,0.010491,0.011806,0.00772,3.770234,24.335312
126615552,53008.8,-0.00212,0.985577,0.000604,-0.21582,0.0,0.2205,-2.0129,0.006578,0.008411,0.005816,6.823294,23.037458
127401984,53099.7,-0.003593,0.993903,0.000813,-0.194336,0.0,0.2214,-1.9867,0.006192,0.006327,0.006087,5.922892,23.442984
128188416,53183.6,-0.002216,1.019103,0.000366,-0.205078,0.0,0.2224,-1.9617,0.004613,0.003246,0.003337,5.372931,24.015669
128974848,52942.0,0.001514,0.998414,0.000833,-0.217773,0.0,0.2231,-1.9401,0.00635,0.00654,0.006081,5.383557,23.902029
129761280,53031.4,0.002802,0.963405,0.001047,-0.237305,0.0,0.2237,-1.9284,0.013048,0.009224,0.008145,3.972086,24.413368
130547712,53114.7,0.002597,0.952416,0.00083,-0.235352,0.0,0.2246,-1.9159,0.010609,0.010044,0.010389,3.01915,24.95509
131334144,53199.0,-0.00509,0.997723,0.000742,-0.242188,0.0,0.2248,-1.908,0.009788,0.008309,0.007586,6.768257,23.350937
132120576,53022.2,0.006644,0.892526,0.000388,-0.213867,0.0,0.2268,-1.8832,0.005868,0.005524,0.005289,6.072227,24.042618
132907008,53106.5,-0.00048,0.805436,0.000492,-0.226562,0.0,0.2301,-1.849,0.006701,0.005385,0.005704,5.201023,24.240402
133693440,53188.7,-0.004983,0.735148,0.001542,-0.219727,0.0,0.2334,-1.8153,0.011839,0.00834,0.007484,4.662393,24.531729
134479872,52990.3,0.000248,0.803873,0.000477,-0.216797,0.0,0.2354,-1.7853,0.007121,0.006381,0.004925,2.64099,25.180893
135266304,53090.4,0.001475,0.951357,0.002921,-0.213867,0.0,0.2361,-1.7704,0.012991,0.01334,0.010713,6.647482,23.62027
136052736,53183.1,-0.007653,0.926002,0.000502,-0.204102,0.0,0.2378,-1.7352,0.004651,0.006117,0.005285,6.465778,24.120733
136839168,53265.5,-0.000881,0.919448,0.000346,-0.205078,0.0,0.2389,-1.7071,0.004838,0.005437,0.004523,5.873567,24.56543
137625600,53021.1,0.002754,0.916835,0.000957,-0.229492,0.0,0.2417,-1.6825,0.010369,0.007442,0.007504,4.659078,25.200621
138412032,53110.4,-0.000268,0.943906,0.001305,-0.289062,0.0,0.2445,-1.6708,0.01098,0.01121,0.008341,5.057716,25.022068
139198464,53186.9,-0.002303,0.81386,0.002468,-0.237305,0.0,0.2469,-1.6531,0.007116,0.008773,0.008783,2.325302,25.914177
139984896,52969.7,0.005017,0.909134,0.000411,-0.186523,0.0,0.2482,-1.6407,0.008715,0.008819,0.007892,5.913336,24.352859
140771328,53053.0,0.002797,0.921664,0.000428,-0.205078,0.0,0.2495,-1.6199,0.008052,0.008819,0.00784,5.312049,24.79463
141557760,53137.0,0.003653,0.845962,0.000413,-0.208008,0.0,0.2513,-1.5985,0.006041,0.005126,0.004616,5.126606,25.244564
142344192,53215.1,-0.00768,0.820741,0.000347,-0.22168,0.0,0.2529,-1.5764,0.004944,0.004711,0.004054,4.483049,25.844412
143130624,53027.5,0.003161,0.838099,0.000387,-0.211914,0.0,0.2541,-1.5584,0.006619,0.007772,0.004933,2.372732,26.708458
143917056,53104.0,-0.007638,0.897602,0.0006,-0.209961,0.0,0.2548,-1.5492,0.011066,0.00986,0.006714,6.520086,25.16095
144703488,53181.7,-0.00594,0.799768,0.010817,-0.209961,0.0,0.2558,-1.5365,0.014581,0.009362,0.008676,6.359731,25.406845
145489920,52857.2,-0.000985,0.813042,0.000959,-0.208008,0.0,0.2572,-1.5209,0.005711,0.004014,0.004253,5.312045,25.993713
146276352,52937.6,0.004464,0.773957,0.002852,-0.229492,0.0,0.2594,-1.5046,0.01386,0.010675,0.011302,4.768489,26.017782
147062784,53015.8,0.003438,0.778992,0.000414,-0.230469,0.0,0.2616,-1.4879,0.007348,0.004394,0.004775,3.510152,26.748283
147849216,53096.8,-0.009394,0.792837,0.000439,-0.219727,0.0,0.2631,-1.4752,0.010391,0.005997,0.006106,7.034909,25.138479
148635648,52879.4,0.000172,0.807826,0.001057,-0.197266,0.0,0.2658,-1.4553,0.007718,0.007418,0.006328,5.610175,26.143768
149422080,52950.3,0.004225,0.79307,0.000864,-0.196289,0.0,0.2691,-1.4347,0.009822,0.009121,0.007065,5.27634,25.917023
150208512,53020.0,-0.001836,0.727242,0.000559,-0.230469,0.0,0.2723,-1.416,0.009843,0.008523,0.007783,5.229509,25.728302
150994944,52812.4,-0.003928,0.764652,0.000611,-0.231445,0.0,0.2758,-1.3922,0.008897,0.00615,0.005995,4.222581,26.260527
151781376,52884.0,0.006112,0.80461,0.001056,-0.245117,0.0,0.2764,-1.381,0.008177,0.006567,0.007034,7.820508,23.946638
152567808,52963.4,-0.005124,0.768897,0.000896,-0.240234,0.0,0.2759,-1.3738,0.012261,0.010259,0.010721,7.086648,25.026258
153354240,53037.9,-0.008403,0.732686,0.000879,-0.225586,0.0,0.2751,-1.3649,0.006963,0.006773,0.007173,6.813291,25.340023
