step,sps,policy_loss,value_loss,mi_loss,div_loss,kl_loss,score,mean_return,ego_enc_delta,partner_enc_delta,road_enc_delta,role_std,role_norm
78643200,53951.8,0.001199,1.673746,0.000838,-0.859375,0.0,0.0993,-5.088,0.009998,0.008942,0.008758,12.530913,13.939129
79429632,54133.0,-0.00024,1.383812,0.000992,-0.796875,0.0,0.1037,-5.007,0.01015,0.006841,0.00615,11.844213,13.735998
80216064,54311.3,0.004922,1.511004,0.000657,-0.863281,0.0,0.1078,-4.9314,0.006123,0.004998,0.005319,8.293175,6.957676
81002496,54485.1,-0.002482,1.605509,0.000996,-0.859375,0.0,0.1103,-4.8861,0.00983,0.00633,0.006003,11.16169,16.238632
81788928,54028.0,-0.005551,1.866037,0.00205,-0.886719,0.0,0.1127,-4.8334,0.014321,0.012341,0.010991,13.300926,15.047892
82575360,54195.3,-0.00797,1.695913,0.000896,-0.839844,0.0,0.1145,-4.7874,0.008715,0.00589,0.006325,13.076724,14.971596
83361792,54364.1,0.005634,1.740687,0.000749,-0.824219,0.0,0.1164,-4.7343,0.011258,0.007152,0.007115,12.762116,14.250476
84148224,54074.6,0.002788,2.031465,0.001014,-0.851562,0.0,0.1171,-4.6921,0.011149,0.008126,0.006582,8.387517,6.59345
84934656,54233.7,-0.001109,1.844633,0.001211,-0.847656,0.0,0.1159,-4.6694,0.007053,0.005744,0.005408,12.672158,16.647753
85721088,54392.8,-0.003816,1.626715,0.000827,-0.804688,0.0,0.1142,-4.6376,0.009402,0.007447,0.007265,12.114697,16.861507
86507520,54555.3,0.00018,1.519994,0.005254,-0.851562,0.0,0.1127,-4.6066,0.01055,0.009022,0.007074,13.33734,15.064545
87293952,54150.3,-0.001947,1.645587,0.000853,-0.746094,0.0,0.1129,-4.5697,0.00504,0.005433,0.005545,13.084717,15.36938
88080384,54315.3,0.001765,1.488742,0.000733,-0.734375,0.0,0.1139,-4.5353,0.00626,0.005834,0.007749,11.607111,14.912512
88866816,54476.0,0.003333,1.617283,0.002629,-0.898438,0.0,0.1147,-4.5121,0.009926,0.009648,0.013019,12.511839,18.025196
89653248,54173.6,-0.004119,1.781044,0.000922,-0.84375,0.0,0.1155,-4.4788,0.009032,0.007045,0.009064,13.095004,17.233589
90439680,54316.9,-0.006729,1.438453,0.000653,-0.789062,0.0,0.1162,-4.4363,0.009595,0.007634,0.010082,12.523436,16.12254
91226112,54470.5,-0.004139,1.513072,0.000763,-0.800781,0.0,0.1169,-4.4031,0.007263,0.008478,0.007626,13.823184,16.12154
92012544,54612.9,0.01027,1.636087,0.000766,-0.808594,0.0,0.1175,-4.3732,0.008681,0.008,0.008546,14.639522,16.178629
92798976,54343.3,0.000754,1.617195,0.000889,-0.753906,0.0,0.1178,-4.3456,0.017346,0.010248,0.009278,10.927343,19.636696
93585408,54490.4,-0.001688,1.352585,0.00064,-0.714844,0.0,0.1183,-4.2977,0.013036,0.008857,0.009415,10.038948,17.463474
94371840,54632.7,0.00074,1.252057,0.000639,-0.753906,0.0,0.119,-4.2429,0.007712,0.006726,0.005366,12.771571,17.626713
95158272,54378.0,-0.004557,1.328254,0.000864,-0.757812,0.0,0.1199,-4.1934,0.013187,0.007488,0.00936,13.930135,16.723644
95944704,54524.0,-0.001551,1.341174,0.00068,-0.816406,0.0,0.1198,-4.1661,0.005687,0.005615,0.00618,12.51309,14.927042
96731136,54659.0,0.003665,1.520156,0.00065,-0.859375,0.0,0.1194,-4.1446,0.00931,0.007951,0.007784,12.102273,13.734756
97517568,54791.4,-0.000926,1.458135,0.000622,-0.828125,0.0,0.1191,-4.1306,0.00872,0.006675,0.008328,12.69862,18.475435
98304000,54529.6,0.003834,1.788278,0.000634,-0.84375,0.0,0.1199,-4.1031,0.005242,0.003605,0.004892,13.273335,17.049738
